BR,run,Weeks,Cc,Cm,Ac
0.5,17,63,NA,NA,NA
0.5,17,64,NA,NA,NA
0.5,17,65,NA,NA,NA
0.5,17,66,NA,NA,NA
0.5,17,67,NA,NA,NA
0.5,17,68,NA,NA,NA
0.5,17,69,NA,NA,NA
0.5,17,70,NA,NA,NA
0.5,17,71,NA,NA,NA
0.5,17,72,NA,NA,NA
0.5,17,73,NA,NA,NA
0.5,17,74,NA,NA,NA
0.5,17,75,NA,NA,NA
0.5,17,76,NA,NA,NA
0.5,17,77,NA,NA,NA
0.5,17,78,NA,NA,NA
0.5,17,79,NA,NA,NA
0.5,17,80,NA,NA,NA
0.5,17,81,NA,NA,NA
0.5,17,82,NA,NA,NA
0.5,17,83,NA,NA,NA
0.5,17,84,NA,NA,NA
0.5,17,85,NA,NA,NA
0.5,17,86,NA,NA,NA
0.5,17,87,NA,NA,NA
0.5,17,88,NA,NA,NA
0.5,17,89,NA,NA,NA
0.5,17,90,NA,NA,NA
0.5,17,91,NA,NA,NA
0.5,17,92,NA,NA,NA
0.5,17,93,NA,NA,NA
0.5,17,94,NA,NA,NA
0.5,17,95,NA,NA,NA
0.5,17,96,NA,NA,NA
0.5,17,97,NA,NA,NA
0.5,17,98,NA,NA,NA
0.5,17,99,NA,NA,NA
0.5,17,100,NA,NA,NA
0.5,17,101,NA,NA,NA
0.5,18,1,20,20,NA
0.5,18,2,20,20,NA
0.5,18,3,25,20,NA
0.5,18,4,155,104,NA
0.5,18,5,158,131,NA
0.5,18,6,153,155,NA
0.5,18,7,240,52,NA
0.5,18,8,223,77,NA
0.5,18,9,122,95,0
0.5,18,10,107,126,13
0.5,18,11,105,13,170
0.5,18,12,31,15,241
0.5,18,13,17,6,208
0.5,18,14,17,22,153
0.5,18,15,40,6,119
0.5,18,16,43,32,51
0.5,18,17,66,8,40
0.5,18,18,72,7,81
0.5,18,19,41,10,160
0.5,18,20,35,4,203
0.5,18,21,49,0,116
0.5,18,22,50,4,79
0.5,18,23,45,2,90
0.5,18,24,41,1,186
0.5,18,25,62,2,128
0.5,18,26,47,0,55
0.5,18,27,42,NA,88
0.5,18,28,45,NA,95
0.5,18,29,48,NA,113
0.5,18,30,55,NA,117
0.5,18,31,67,NA,84
0.5,18,32,56,NA,89
0.5,18,33,52,NA,100
0.5,18,34,34,NA,192
0.5,18,35,60,NA,102
0.5,18,36,28,NA,149
0.5,18,37,45,NA,71
0.5,18,38,80,NA,84
0.5,18,39,46,NA,98
0.5,18,40,55,NA,104
0.5,18,41,46,NA,113
0.5,18,42,56,NA,95
0.5,18,43,65,NA,57
0.5,18,44,58,NA,138
0.5,18,45,40,NA,100
0.5,18,46,55,NA,115
0.5,18,47,67,NA,88
0.5,18,48,54,NA,103
0.5,18,49,48,NA,126
0.5,18,50,37,NA,136
0.5,18,51,48,NA,100
0.5,18,52,34,NA,117
0.5,18,53,48,NA,96
0.5,18,54,57,NA,83
0.5,18,55,46,NA,103
0.5,18,56,44,NA,122
0.5,18,57,NA,NA,NA
0.5,18,58,NA,NA,NA
0.5,18,59,NA,NA,NA
0.5,18,60,NA,NA,NA
0.5,18,61,NA,NA,NA
0.5,18,62,NA,NA,NA
0.5,18,63,NA,NA,NA
0.5,18,64,NA,NA,NA
0.5,18,65,NA,NA,NA
0.5,18,66,NA,NA,NA
0.5,18,67,NA,NA,NA
0.5,18,68,NA,NA,NA
0.5,18,69,NA,NA,NA
0.5,18,70,NA,NA,NA
0.5,18,71,NA,NA,NA
0.5,18,72,NA,NA,NA
0.5,18,73,NA,NA,NA
0.5,18,74,NA,NA,NA
0.5,18,75,NA,NA,NA
0.5,18,76,NA,NA,NA
0.5,18,77,NA,NA,NA
0.5,18,78,NA,NA,NA
0.5,18,79,NA,NA,NA
0.5,18,80,NA,NA,NA
0.5,18,81,NA,NA,NA
0.5,18,82,NA,NA,NA
0.5,18,83,NA,NA,NA
0.5,18,84,NA,NA,NA
0.5,18,85,NA,NA,NA
0.5,18,86,NA,NA,NA
0.5,18,87,NA,NA,NA
0.5,18,88,NA,NA,NA
0.5,18,89,NA,NA,NA
0.5,18,90,NA,NA,NA
0.5,18,91,NA,NA,NA
0.5,18,92,NA,NA,NA
0.5,18,93,NA,NA,NA
0.5,18,94,NA,NA,NA
0.5,18,95,NA,NA,NA
0.5,18,96,NA,NA,NA
0.5,18,97,NA,NA,NA
0.5,18,98,NA,NA,NA
0.5,18,99,NA,NA,NA
0.5,18,100,NA,NA,NA
0.5,18,101,NA,NA,NA
0.5,19,1,20,20,NA
0.5,19,2,19,19,NA
0.5,19,3,23,21,NA
0.5,19,4,157,131,NA
0.5,19,5,132,158,NA
0.5,19,6,161,139,NA
0.5,19,7,84,143,NA
0.5,19,8,128,139,NA
0.5,19,9,104,72,0
0.5,19,10,55,146,11
0.5,19,11,50,87,148
0.5,19,12,12,26,221
0.5,19,13,1,12,275
0.5,19,14,3,47,153
0.5,19,15,24,31,114
0.5,19,16,3,41,62
0.5,19,17,0,100,50
0.5,19,18,9,60,181
0.5,19,19,30,24,150
0.5,19,20,0,90,102
0.5,19,21,0,68,121
0.5,19,22,14,40,126
0.5,19,23,10,51,104
0.5,19,24,0,93,86
0.5,19,25,2,102,136
0.5,19,26,2,58,130
0.5,19,27,5,67,151
0.5,19,28,0,46,160
0.5,19,29,NA,40,201
0.5,19,30,NA,64,189
0.5,19,31,NA,72,142
0.5,19,32,NA,66,46
0.5,19,33,NA,84,66
0.5,19,34,NA,86,144
0.5,19,35,NA,63,183
0.5,19,36,NA,47,168
0.5,19,37,NA,71,103
0.5,19,38,NA,81,112
0.5,19,39,NA,66,110
0.5,19,40,NA,72,112
0.5,19,41,NA,78,134
0.5,19,42,NA,71,94
0.5,19,43,NA,87,116
0.5,19,44,NA,91,93
0.5,19,45,NA,64,116
0.5,19,46,NA,83,141
0.5,19,47,NA,66,113
0.5,19,48,NA,60,166
0.5,19,49,NA,62,129
0.5,19,50,NA,82,138
0.5,19,51,NA,57,130
0.5,19,52,NA,68,90
0.5,19,53,NA,69,142
0.5,19,54,NA,79,121
0.5,19,55,NA,65,116
0.5,19,56,NA,68,153
0.5,19,57,NA,NA,NA
0.5,19,58,NA,NA,NA
0.5,19,59,NA,NA,NA
0.5,19,60,NA,NA,NA
0.5,19,61,NA,NA,NA
0.5,19,62,NA,NA,NA
0.5,19,63,NA,NA,NA
0.5,19,64,NA,NA,NA
0.5,19,65,NA,NA,NA
0.5,19,66,NA,NA,NA
0.5,19,67,NA,NA,NA
0.5,19,68,NA,NA,NA
0.5,19,69,NA,NA,NA
0.5,19,70,NA,NA,NA
0.5,19,71,NA,NA,NA
0.5,19,72,NA,NA,NA
0.5,19,73,NA,NA,NA
0.5,19,74,NA,NA,NA
0.5,19,75,NA,NA,NA
0.5,19,76,NA,NA,NA
0.5,19,77,NA,NA,NA
0.5,19,78,NA,NA,NA
0.5,19,79,NA,NA,NA
0.5,19,80,NA,NA,NA
0.5,19,81,NA,NA,NA
0.5,19,82,NA,NA,NA
0.5,19,83,NA,NA,NA
0.5,19,84,NA,NA,NA
0.5,19,85,NA,NA,NA
0.5,19,86,NA,NA,NA
0.5,19,87,NA,NA,NA
0.5,19,88,NA,NA,NA
0.5,19,89,NA,NA,NA
0.5,19,90,NA,NA,NA
0.5,19,91,NA,NA,NA
0.5,19,92,NA,NA,NA
0.5,19,93,NA,NA,NA
0.5,19,94,NA,NA,NA
0.5,19,95,NA,NA,NA
0.5,19,96,NA,NA,NA
0.5,19,97,NA,NA,NA
0.5,19,98,NA,NA,NA
0.5,19,99,NA,NA,NA
0.5,19,100,NA,NA,NA
0.5,19,101,NA,NA,NA
0.5,20,1,20,19,NA
0.5,20,2,20,20,NA
0.5,20,3,29,20,NA
0.5,20,4,87,119,NA
0.5,20,5,108,164,NA
0.5,20,6,58,136,NA
0.5,20,7,108,108,NA
0.5,20,8,34,146,NA
0.5,20,9,31,179,0
0.5,20,10,29,133,12
0.5,20,11,23,77,209
0.5,20,12,4,61,180
0.5,20,13,0,18,171
0.5,20,14,3,40,107
0.5,20,15,3,29,117
0.5,20,16,0,51,63
0.5,20,17,0,42,64
0.5,20,18,4,49,88
0.5,20,19,NA,50,67
0.5,20,20,NA,60,73
0.5,20,21,NA,62,75
0.5,20,22,NA,54,108
0.5,20,23,NA,47,144
0.5,20,24,NA,NA,NA
0.5,20,25,NA,NA,NA
0.5,20,26,NA,NA,NA
0.5,20,27,NA,NA,NA
0.5,20,28,NA,NA,NA
0.5,20,29,NA,NA,NA
0.5,20,30,NA,NA,NA
0.5,20,31,NA,NA,NA
0.5,20,32,NA,NA,NA
0.5,20,33,NA,NA,NA
0.5,20,34,NA,NA,NA
0.5,20,35,NA,NA,NA
0.5,20,36,NA,NA,NA
0.5,20,37,NA,NA,NA
0.5,20,38,NA,NA,NA
0.5,20,39,NA,NA,NA
0.5,20,40,NA,NA,NA
0.5,20,41,NA,NA,NA
0.5,20,42,NA,NA,NA
0.5,20,43,NA,NA,NA
0.5,20,44,NA,NA,NA
0.5,20,45,NA,NA,NA
0.5,20,46,NA,NA,NA
0.5,20,47,NA,NA,NA
0.5,20,48,NA,NA,NA
0.5,20,49,NA,NA,NA
0.5,20,50,NA,NA,NA
0.5,20,51,NA,NA,NA
0.5,20,52,NA,NA,NA
0.5,20,53,NA,NA,NA
0.5,20,54,NA,NA,NA
0.5,20,55,NA,NA,NA
0.5,20,56,NA,NA,NA
0.5,20,57,NA,NA,NA
0.5,20,58,NA,NA,NA
0.5,20,59,NA,NA,NA
0.5,20,60,NA,NA,NA
0.5,20,61,NA,NA,NA
0.5,20,62,NA,NA,NA
0.5,20,63,NA,NA,NA
0.5,20,64,NA,NA,NA
0.5,20,65,NA,NA,NA
0.5,20,66,NA,NA,NA
0.5,20,67,NA,NA,NA
0.5,20,68,NA,NA,NA
0.5,20,69,NA,NA,NA
0.5,20,70,NA,NA,NA
0.5,20,71,NA,NA,NA
0.5,20,72,NA,NA,NA
0.5,20,73,NA,NA,NA
0.5,20,74,NA,NA,NA
0.5,20,75,NA,NA,NA
0.5,20,76,NA,NA,NA
0.5,20,77,NA,NA,NA
0.5,20,78,NA,NA,NA
0.5,20,79,NA,NA,NA
0.5,20,80,NA,NA,NA
0.5,20,81,NA,NA,NA
0.5,20,82,NA,NA,NA
0.5,20,83,NA,NA,NA
0.5,20,84,NA,NA,NA
0.5,20,85,NA,NA,NA
0.5,20,86,NA,NA,NA
0.5,20,87,NA,NA,NA
0.5,20,88,NA,NA,NA
0.5,20,89,NA,NA,NA
0.5,20,90,NA,NA,NA
0.5,20,91,NA,NA,NA
0.5,20,92,NA,NA,NA
0.5,20,93,NA,NA,NA
0.5,20,94,NA,NA,NA
0.5,20,95,NA,NA,NA
0.5,20,96,NA,NA,NA
0.5,20,97,NA,NA,NA
0.5,20,98,NA,NA,NA
0.5,20,99,NA,NA,NA
0.5,20,100,NA,NA,NA
0.5,20,101,NA,NA,NA
0.5,21,1,20,21,NA
0.5,21,2,20,20,NA
0.5,21,3,49,23,NA
0.5,21,4,95,124,NA
0.5,21,5,84,154,0
0.5,21,6,46,131,13
0.5,21,7,49,72,173
0.5,21,8,14,60,225
0.5,21,9,9,32,171
0.5,21,10,7,43,145
0.5,21,11,9,28,82
0.5,21,12,13,31,91
0.5,21,13,6,27,79
0.5,21,14,9,44,83
0.5,21,15,6,29,75
0.5,21,16,8,49,82
0.5,21,17,6,38,85
0.5,21,18,7,51,93
0.5,21,19,6,54,63
0.5,21,20,1,54,77
0.5,21,21,6,54,82
0.5,21,22,0,42,61
0.5,21,23,4,86,102
0.5,21,24,0,60,142
0.5,21,25,2,79,112
0.5,21,26,0,56,97
0.5,21,27,NA,41,124
0.5,21,28,NA,62,150
0.5,21,29,NA,47,132
0.5,21,30,NA,42,121
0.5,21,31,NA,77,128
0.5,21,32,NA,51,97
0.5,21,33,NA,75,96
0.5,21,34,NA,55,143
0.5,21,35,NA,39,171
0.5,21,36,NA,37,202
0.5,21,37,NA,35,184
0.5,21,38,NA,33,148
0.5,21,39,NA,37,110
0.5,21,40,NA,47,86
0.5,21,41,NA,NA,NA
0.5,21,42,NA,NA,NA
0.5,21,43,NA,NA,NA
0.5,21,44,NA,NA,NA
0.5,21,45,NA,NA,NA
0.5,21,46,NA,NA,NA
0.5,21,47,NA,NA,NA
0.5,21,48,NA,NA,NA
0.5,21,49,NA,NA,NA
0.5,21,50,NA,NA,NA
0.5,21,51,NA,NA,NA
0.5,21,52,NA,NA,NA
0.5,21,53,NA,NA,NA
0.5,21,54,NA,NA,NA
0.5,21,55,NA,NA,NA
0.5,21,56,NA,NA,NA
0.5,21,57,NA,NA,NA
0.5,21,58,NA,NA,NA
0.5,21,59,NA,NA,NA
0.5,21,60,NA,NA,NA
0.5,21,61,NA,NA,NA
0.5,21,62,NA,NA,NA
0.5,21,63,NA,NA,NA
0.5,21,64,NA,NA,NA
0.5,21,65,NA,NA,NA
0.5,21,66,NA,NA,NA
0.5,21,67,NA,NA,NA
0.5,21,68,NA,NA,NA
0.5,21,69,NA,NA,NA
0.5,21,70,NA,NA,NA
0.5,21,71,NA,NA,NA
0.5,21,72,NA,NA,NA
0.5,21,73,NA,NA,NA
0.5,21,74,NA,NA,NA
0.5,21,75,NA,NA,NA
0.5,21,76,NA,NA,NA
0.5,21,77,NA,NA,NA
0.5,21,78,NA,NA,NA
0.5,21,79,NA,NA,NA
0.5,21,80,NA,NA,NA
0.5,21,81,NA,NA,NA
0.5,21,82,NA,NA,NA
0.5,21,83,NA,NA,NA
0.5,21,84,NA,NA,NA
0.5,21,85,NA,NA,NA
0.5,21,86,NA,NA,NA
0.5,21,87,NA,NA,NA
0.5,21,88,NA,NA,NA
0.5,21,89,NA,NA,NA
0.5,21,90,NA,NA,NA
0.5,21,91,NA,NA,NA
0.5,21,92,NA,NA,NA
0.5,21,93,NA,NA,NA
0.5,21,94,NA,NA,NA
0.5,21,95,NA,NA,NA
0.5,21,96,NA,NA,NA
0.5,21,97,NA,NA,NA
0.5,21,98,NA,NA,NA
0.5,21,99,NA,NA,NA
0.5,21,100,NA,NA,NA
0.5,21,101,NA,NA,NA
0.5,22,1,14,20,NA
0.5,22,2,20,20,NA
0.5,22,3,46,20,NA
0.5,22,4,102,131,NA
0.5,22,5,113,142,0
0.5,22,6,70,121,13
0.5,22,7,84,18,171
0.5,22,8,16,61,227
0.5,22,9,6,13,191
0.5,22,10,26,27,180
0.5,22,11,4,12,116
0.5,22,12,5,31,111
0.5,22,13,21,18,78
0.5,22,14,33,16,72
0.5,22,15,9,29,51
0.5,22,16,10,57,61
0.5,22,17,35,35,113
0.5,22,18,26,36,98
0.5,22,19,8,40,50
0.5,22,20,8,46,78
0.5,22,21,19,32,152
0.5,22,22,18,17,107
0.5,22,23,1,77,101
0.5,22,24,4,58,111
0.5,22,25,16,45,90
0.5,22,26,25,30,118
0.5,22,27,0,58,126
0.5,22,28,3,42,132
0.5,22,29,4,56,177
0.5,22,30,17,43,136
0.5,22,31,0,60,153
0.5,22,32,1,41,125
0.5,22,33,3,32,156
0.5,22,34,2,35,134
0.5,22,35,0,35,148
0.5,22,36,NA,50,144
0.5,22,37,NA,46,116
0.5,22,38,NA,51,127
0.5,22,39,NA,48,163
0.5,22,40,NA,32,138
0.5,22,41,NA,NA,NA
0.5,22,42,NA,NA,NA
0.5,22,43,NA,NA,NA
0.5,22,44,NA,NA,NA
0.5,22,45,NA,NA,NA
0.5,22,46,NA,NA,NA
0.5,22,47,NA,NA,NA
0.5,22,48,NA,NA,NA
0.5,22,49,NA,NA,NA
0.5,22,50,NA,NA,NA
0.5,22,51,NA,NA,NA
0.5,22,52,NA,NA,NA
0.5,22,53,NA,NA,NA
0.5,22,54,NA,NA,NA
0.5,22,55,NA,NA,NA
0.5,22,56,NA,NA,NA
0.5,22,57,NA,NA,NA
0.5,22,58,NA,NA,NA
0.5,22,59,NA,NA,NA
0.5,22,60,NA,NA,NA
0.5,22,61,NA,NA,NA
0.5,22,62,NA,NA,NA
0.5,22,63,NA,NA,NA
0.5,22,64,NA,NA,NA
0.5,22,65,NA,NA,NA
0.5,22,66,NA,NA,NA
0.5,22,67,NA,NA,NA
0.5,22,68,NA,NA,NA
0.5,22,69,NA,NA,NA
0.5,22,70,NA,NA,NA
0.5,22,71,NA,NA,NA
0.5,22,72,NA,NA,NA
0.5,22,73,NA,NA,NA
0.5,22,74,NA,NA,NA
0.5,22,75,NA,NA,NA
0.5,22,76,NA,NA,NA
0.5,22,77,NA,NA,NA
0.5,22,78,NA,NA,NA
0.5,22,79,NA,NA,NA
0.5,22,80,NA,NA,NA
0.5,22,81,NA,NA,NA
0.5,22,82,NA,NA,NA
0.5,22,83,NA,NA,NA
0.5,22,84,NA,NA,NA
0.5,22,85,NA,NA,NA
0.5,22,86,NA,NA,NA
0.5,22,87,NA,NA,NA
0.5,22,88,NA,NA,NA
0.5,22,89,NA,NA,NA
0.5,22,90,NA,NA,NA
0.5,22,91,NA,NA,NA
0.5,22,92,NA,NA,NA
0.5,22,93,NA,NA,NA
0.5,22,94,NA,NA,NA
0.5,22,95,NA,NA,NA
0.5,22,96,NA,NA,NA
0.5,22,97,NA,NA,NA
0.5,22,98,NA,NA,NA
0.5,22,99,NA,NA,NA
0.5,22,100,NA,NA,NA
0.5,22,101,NA,NA,NA
0.5,23,1,20,20,NA
0.5,23,2,20,20,NA
0.5,23,3,27,19,NA
0.5,23,4,122,91,NA
0.5,23,5,126,147,0
0.5,23,6,92,110,12
0.5,23,7,121,9,134
0.5,23,8,25,29,219
0.5,23,9,12,10,171
0.5,23,10,5,21,155
0.5,23,11,45,0,173
0.5,23,12,12,23,66
0.5,23,13,26,32,31
0.5,23,14,31,38,51
0.5,23,15,38,14,87
0.5,23,16,4,60,81
0.5,23,17,14,33,105
0.5,23,18,27,30,139
0.5,23,19,21,23,107
0.5,23,20,0,53,58
0.5,23,21,7,47,69
0.5,23,22,14,57,61
0.5,23,23,15,31,74
0.5,23,24,2,102,86
0.5,23,25,0,66,117
0.5,23,26,1,37,157
0.5,23,27,11,40,158
0.5,23,28,4,42,144
0.5,23,29,0,28,173
0.5,23,30,2,59,110
0.5,23,31,2,74,111
0.5,23,32,0,46,124
0.5,23,33,0,42,112
0.5,23,34,1,30,178
0.5,23,35,0,43,169
0.5,23,36,NA,60,116
0.5,23,37,NA,46,100
0.5,23,38,NA,30,145
0.5,23,39,NA,47,147
0.5,23,40,NA,56,149
0.5,23,41,NA,NA,NA
0.5,23,42,NA,NA,NA
0.5,23,43,NA,NA,NA
0.5,23,44,NA,NA,NA
0.5,23,45,NA,NA,NA
0.5,23,46,NA,NA,NA
0.5,23,47,NA,NA,NA
0.5,23,48,NA,NA,NA
0.5,23,49,NA,NA,NA
0.5,23,50,NA,NA,NA
0.5,23,51,NA,NA,NA
0.5,23,52,NA,NA,NA
0.5,23,53,NA,NA,NA
0.5,23,54,NA,NA,NA
0.5,23,55,NA,NA,NA
0.5,23,56,NA,NA,NA
0.5,23,57,NA,NA,NA
0.5,23,58,NA,NA,NA
0.5,23,59,NA,NA,NA
0.5,23,60,NA,NA,NA
0.5,23,61,NA,NA,NA
0.5,23,62,NA,NA,NA
0.5,23,63,NA,NA,NA
0.5,23,64,NA,NA,NA
0.5,23,65,NA,NA,NA
0.5,23,66,NA,NA,NA
0.5,23,67,NA,NA,NA
0.5,23,68,NA,NA,NA
0.5,23,69,NA,NA,NA
0.5,23,70,NA,NA,NA
0.5,23,71,NA,NA,NA
0.5,23,72,NA,NA,NA
0.5,23,73,NA,NA,NA
0.5,23,74,NA,NA,NA
0.5,23,75,NA,NA,NA
0.5,23,76,NA,NA,NA
0.5,23,77,NA,NA,NA
0.5,23,78,NA,NA,NA
0.5,23,79,NA,NA,NA
0.5,23,80,NA,NA,NA
0.5,23,81,NA,NA,NA
0.5,23,82,NA,NA,NA
0.5,23,83,NA,NA,NA
0.5,23,84,NA,NA,NA
0.5,23,85,NA,NA,NA
0.5,23,86,NA,NA,NA
0.5,23,87,NA,NA,NA
0.5,23,88,NA,NA,NA
0.5,23,89,NA,NA,NA
0.5,23,90,NA,NA,NA
0.5,23,91,NA,NA,NA
0.5,23,92,NA,NA,NA
0.5,23,93,NA,NA,NA
0.5,23,94,NA,NA,NA
0.5,23,95,NA,NA,NA
0.5,23,96,NA,NA,NA
0.5,23,97,NA,NA,NA
0.5,23,98,NA,NA,NA
0.5,23,99,NA,NA,NA
0.5,23,100,NA,NA,NA
0.5,23,101,NA,NA,NA
0.5,24,1,20,20,NA
0.5,24,2,20,20,NA
0.5,24,3,28,20,NA
0.5,24,4,137,89,NA
0.5,24,5,105,147,0
0.5,24,6,98,122,11
0.5,24,7,103,22,129
0.5,24,8,44,15,220
0.5,24,9,11,17,191
0.5,24,10,9,16,195
0.5,24,11,28,5,145
0.5,24,12,27,17,70
0.5,24,13,1,53,38
0.5,24,14,28,45,29
0.5,24,15,40,31,48
0.5,24,16,22,52,107
0.5,24,17,1,80,93
0.5,24,18,29,33,107
0.5,24,19,18,32,92
0.5,24,20,1,34,123
0.5,24,21,0,88,112
0.5,24,22,14,28,61
0.5,24,23,2,80,78
0.5,24,24,0,93,83
0.5,24,25,0,83,138
0.5,24,26,6,49,119
0.5,24,27,0,75,102
0.5,24,28,0,58,102
0.5,24,29,2,47,135
0.5,24,30,4,59,125
0.5,24,31,0,74,100
0.5,24,32,NA,61,84
0.5,24,33,NA,48,133
0.5,24,34,NA,44,174
0.5,24,35,NA,29,163
0.5,24,36,NA,38,48
0.5,24,37,NA,42,127
0.5,24,38,NA,39,129
0.5,24,39,NA,29,81
0.5,24,40,NA,63,80
0.5,24,41,NA,53,120
0.5,24,42,NA,42,112
0.5,24,43,NA,34,130
0.5,24,44,NA,37,130
0.5,24,45,NA,NA,NA
0.5,24,46,NA,NA,NA
0.5,24,47,NA,NA,NA
0.5,24,48,NA,NA,NA
0.5,24,49,NA,NA,NA
0.5,24,50,NA,NA,NA
0.5,24,51,NA,NA,NA
0.5,24,52,NA,NA,NA
0.5,24,53,NA,NA,NA
0.5,24,54,NA,NA,NA
0.5,24,55,NA,NA,NA
0.5,24,56,NA,NA,NA
0.5,24,57,NA,NA,NA
0.5,24,58,NA,NA,NA
0.5,24,59,NA,NA,NA
0.5,24,60,NA,NA,NA
0.5,24,61,NA,NA,NA
0.5,24,62,NA,NA,NA
0.5,24,63,NA,NA,NA
0.5,24,64,NA,NA,NA
0.5,24,65,NA,NA,NA
0.5,24,66,NA,NA,NA
0.5,24,67,NA,NA,NA
0.5,24,68,NA,NA,NA
0.5,24,69,NA,NA,NA
0.5,24,70,NA,NA,NA
0.5,24,71,NA,NA,NA
0.5,24,72,NA,NA,NA
0.5,24,73,NA,NA,NA
0.5,24,74,NA,NA,NA
0.5,24,75,NA,NA,NA
0.5,24,76,NA,NA,NA
0.5,24,77,NA,NA,NA
0.5,24,78,NA,NA,NA
0.5,24,79,NA,NA,NA
0.5,24,80,NA,NA,NA
0.5,24,81,NA,NA,NA
0.5,24,82,NA,NA,NA
0.5,24,83,NA,NA,NA
0.5,24,84,NA,NA,NA
0.5,24,85,NA,NA,NA
0.5,24,86,NA,NA,NA
0.5,24,87,NA,NA,NA
0.5,24,88,NA,NA,NA
0.5,24,89,NA,NA,NA
0.5,24,90,NA,NA,NA
0.5,24,91,NA,NA,NA
0.5,24,92,NA,NA,NA
0.5,24,93,NA,NA,NA
0.5,24,94,NA,NA,NA
0.5,24,95,NA,NA,NA
0.5,24,96,NA,NA,NA
0.5,24,97,NA,NA,NA
0.5,24,98,NA,NA,NA
0.5,24,99,NA,NA,NA
0.5,24,100,NA,NA,NA
0.5,24,101,NA,NA,NA
0.5,25,1,20,20,NA
0.5,25,2,20,19,NA
0.5,25,3,41,21,NA
0.5,25,4,96,109,NA
0.5,25,5,104,147,0
0.5,25,6,51,140,11
0.5,25,7,77,22,199
0.5,25,8,8,34,127
0.5,25,9,6,20,270
0.5,25,10,2,21,178
0.5,25,11,10,22,143
0.5,25,12,0,38,146
0.5,25,13,1,32,57
0.5,25,14,9,44,85
0.5,25,15,3,37,92
0.5,25,16,0,30,133
0.5,25,17,1,59,102
0.5,25,18,5,49,98
0.5,25,19,0,44,98
0.5,25,20,0,47,112
0.5,25,21,0,45,138
0.5,25,22,0,41,137
0.5,25,23,0,52,120
0.5,25,24,0,35,136
0.5,25,25,NA,NA,NA
0.5,25,26,NA,NA,NA
0.5,25,27,NA,NA,NA
0.5,25,28,NA,NA,NA
0.5,25,29,NA,NA,NA
0.5,25,30,NA,NA,NA
0.5,25,31,NA,NA,NA
0.5,25,32,NA,NA,NA
0.5,25,33,NA,NA,NA
0.5,25,34,NA,NA,NA
0.5,25,35,NA,NA,NA
0.5,25,36,NA,NA,NA
0.5,25,37,NA,NA,NA
0.5,25,38,NA,NA,NA
0.5,25,39,NA,NA,NA
0.5,25,40,NA,NA,NA
0.5,25,41,NA,NA,NA
0.5,25,42,NA,NA,NA
0.5,25,43,NA,NA,NA
